ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
canelakraho-557_spend-1,,canelakraho,557_spend,j a kʰ ɾ ɛ,j a kʰ ɾ ɛ,,,,1636,,,
canelakraho-808_surpass-1,,canelakraho,808_surpass,j a kʰ ɾ ɛ n,j a kʰ ɾ ɛ n,,,,1718,,,
gaviaopyhcopji-557_spend-1,,gaviaopyhcopji,557_spend,j a kʰ ɾ ɛ,j a kʰ ɾ ɛ,,,,1636,,,
gaviaopyhcopji-808_surpass-1,,gaviaopyhcopji,808_surpass,j a kʰ ɾ ɛ n,j a kʰ ɾ ɛ n,,,,1718,,,
mebengokre-537_show-3,,mebengokre,537_show,j a k ɾ ɛ,j a k ɾ ɛ,,,,1541,,,
apinaye-549_teach-1,,apinaye,549_teach,j a k ɾ ɛ,j a k ɾ ɛ,,,,1759,,,
kisedje-549_teach-1,,kisedje,549_teach,j a kʰ ɾ ɛ,j a kʰ ɾ ɛ,,,,1759,,,
tapayuna-537_show-2,,tapayuna,537_show,j a kʰ ɾ ɛ,j a kʰ ɾ ɛ,,,,1541,,,
parkateje-549_teach-1,,parkateje,549_teach,j a k ɾ ɛ,j a k ɾ ɛ,,,,1759,,,
canelakraho-549_teach-1,,canelakraho,549_teach,j a ʔ kʰ ɾ ɛ,j a ʔ kʰ ɾ ɛ,,,,1759,,,
gaviaopyhcopji-549_teach-1,,gaviaopyhcopji,549_teach,j a ʔ kʰ ɾ ɛː,j a ʔ kʰ ɾ ɛː,,,,1759,,,
mebengokre-321_parakeet-1,,mebengokre,321_parakeet,k ɾ ẽ + ɾ ɛ,k ɾ ẽ + ɾ ɛ,,,,1239,,,
apinaye-321_parakeet-1,,apinaye,321_parakeet,k ɾ ẽ,k ɾ ẽ,,,,1239,,,
tapayuna-321_parakeet-1,,tapayuna,321_parakeet,kʰ ɾ ẽ,kʰ ɾ ẽ,,,,1239,,,
parkateje-321_parakeet-1,,parkateje,321_parakeet,k ɾ ẽ + p ɛ j,k ɾ ẽ + p ɛ j,,,,1239,,,
parkateje-321_parakeet-2,,parkateje,321_parakeet,k ɾ ẽ + k ɾ ẽ k + ɾ ɛ,k ɾ ẽ + k ɾ ẽ k + ɾ ɛ,,,,1239,,,
canelakraho-321_parakeet-1,,canelakraho,321_parakeet,kʰ ɾ ẽ + ɾ ɛ,kʰ ɾ ẽ + ɾ ɛ,,,,1239,,,
gaviaopyhcopji-322_parrot-3,,gaviaopyhcopji,322_parrot,kʰ ɾ ẽ + p ɛ s,kʰ ɾ ẽ + p ɛ s,,,,1247,,,
mebengokre-628_eatplural-3,,mebengokre,628_eatplural,k ɾ ẽ,k ɾ ẽ,,,,564,,,
mebengokre-628_eatplural-4,,mebengokre,628_eatplural,k ɾ ẽ n,k ɾ ẽ n,,,,564,,,
apinaye-628_eatplural-3,,apinaye,628_eatplural,k ɾ ẽ,k ɾ ẽ,,,,564,,,
apinaye-628_eatplural-4,,apinaye,628_eatplural,k ɾ ẽ ɾ,k ɾ ẽ ɾ,,,,564,,,
kisedje-628_eatplural-3,,kisedje,628_eatplural,kʰ ɾ ẽ,kʰ ɾ ẽ,,,,564,,,
kisedje-628_eatplural-4,,kisedje,628_eatplural,kʰ ẽ ɾ,kʰ ẽ ɾ,,,,564,,,
tapayuna-628_eatplural-3,,tapayuna,628_eatplural,kʰ ɾ ẽ,kʰ ɾ ẽ,,,,564,,,
tapayuna-628_eatplural-4,,tapayuna,628_eatplural,kʰ ẽ ɾ,kʰ ẽ ɾ,,,,564,,,
parkateje-628_eatplural-3,,parkateje,628_eatplural,k ɾ ẽ,k ɾ ẽ,,,,564,,,
parkateje-628_eatplural-4,,parkateje,628_eatplural,k ɾ ẽ ɾ,k ɾ ẽ ɾ,,,,564,,,
canelakraho-628_eatplural-3,,canelakraho,628_eatplural,kʰ ɾ ẽ,kʰ ɾ ẽ,,,,564,,,
canelakraho-628_eatplural-4,,canelakraho,628_eatplural,kʰ ɾ ẽ ɾ,kʰ ɾ ẽ ɾ,,,,564,,,
gaviaopyhcopji-628_eatplural-3,,gaviaopyhcopji,628_eatplural,kʰ ɾ ɛ̤̃ː,kʰ ɾ ɛ̤̃ː,,,,564,,,
gaviaopyhcopji-628_eatplural-4,,gaviaopyhcopji,628_eatplural,kʰ ɾ ɛ̤̃ː,kʰ ɾ ɛ̤̃ː,,,,564,,,
mebengokre-1114_cumaru-1,,mebengokre,1114_cumaru,k ɾ ẽ p,k ɾ ẽ p,,,,442,,,
canelakraho-1114_cumaru-1,,canelakraho,1114_cumaru,kʰ ɾ ẽ m + ɾ ɛ,kʰ ɾ ẽ m + ɾ ɛ,,,,441,,,
mebengokre-1020_still-1,,mebengokre,1020_still,a + ɲ i k ɾ ɛ,a + ɲ i k ɾ ɛ,,,,1681,,,
mebengokre-1020_still-2,,mebengokre,1020_still,a + j k ɾ ɛ,a + j k ɾ ɛ,,,,1681,,,
mebengokre-1020_still-3,,mebengokre,1020_still,b i ɲ i k ɾ ɛ ɲ,b i ɲ i k ɾ ɛ ɲ,,,,1681,,,
apinaye-1020_still-1,,apinaye,1020_still,a + ɲ i k ɾ ɛ,a + ɲ i k ɾ ɛ,,,,1681,,,
apinaye-1020_still-2,,apinaye,1020_still,p i + ɲ k ɾ ɛ,p i + ɲ k ɾ ɛ,,,,1681,,,
apinaye-1020_still-3,,apinaye,1020_still,p i + ɲ i k ɾ ɛ ɲ,p i + ɲ i k ɾ ɛ ɲ,,,,1681,,,
kisedje-1020_still-1,,kisedje,1020_still,a + ɲ ĩ kʰ ɾ ɛ,a + ɲ ĩ kʰ ɾ ɛ,,,,1681,,,
parkateje-1020_still-1,,parkateje,1020_still,a j + p ĩ n + k ɾ ɛ n,a j + p ĩ n + k ɾ ɛ n,,,,1681,,,
canelakraho-1020_still-1,,canelakraho,1020_still,a + n kʰ ɾ ɛ,a + n kʰ ɾ ɛ,,,,1681,,,
canelakraho-1020_still-2,,canelakraho,1020_still,p i + n kʰ ɾ ɛ n,p i + n kʰ ɾ ɛ n,,,,1681,,,
gaviaopyhcopji-1020_still-1,,gaviaopyhcopji,1020_still,a + n kʰ ɾ i,a + n kʰ ɾ i,,,,1681,,,
mebengokre-375_scratch-6,,mebengokre,375_scratch,k a k ɾ ɛ,k a k ɾ ɛ,,,,1476,,,
mebengokre-375_scratch-7,,mebengokre,375_scratch,k a k ɾ ɛ ɲ,k a k ɾ ɛ ɲ,,,,1476,,,
apinaye-375_scratch-5,,apinaye,375_scratch,k a k ɾ ɛ,k a k ɾ ɛ,,,,1476,,,
apinaye-375_scratch-6,,apinaye,375_scratch,k a k ɾ ɛ ɲ,k a k ɾ ɛ ɲ,,,,1476,,,
parkateje-375_scratch-2,,parkateje,375_scratch,k a k ɾ ɛ,k a k ɾ ɛ,,,,1476,,,
parkateje-375_scratch-3,,parkateje,375_scratch,k a k ɾ ɛ n,k a k ɾ ɛ n,,,,1476,,,
canelakraho-375_scratch-5,,canelakraho,375_scratch,k a k ɾ ɛ n,k a k ɾ ɛ n,,,,1476,,,
canelakraho-375_scratch-6,,canelakraho,375_scratch,k a k ɾ ɛ n,k a k ɾ ɛ n,,,,1476,,,
mebengokre-1401_gut-1,,mebengokre,1401_gut,k ɾ ɛ c,k ɾ ɛ c,,,,792,,,
apinaye-1401_gut-2,,apinaye,1401_gut,k ɾ ɛ c,k ɾ ɛ c,,,,792,,,
parkateje-1401_gut-1,,parkateje,1401_gut,k ɾ ɛ j,k ɾ ɛ j,,,,792,,,
canelakraho-647_deadleavesorbranches-1,,canelakraho,647_deadleavesorbranches,a ʔ + kʰ ɾ ɛ j,a ʔ + kʰ ɾ ɛ j,,,,486,,,
mebengokre-806_belongings-1,,mebengokre,806_belongings,n ɛ k ɾ ɛ c,n ɛ k ɾ ɛ c,,,,182,,,
apinaye-806_belongings-1,,apinaye,806_belongings,k u k ɾ ɛ c,k u k ɾ ɛ c,,,,182,,,
kisedje-806_belongings-1,,kisedje,806_belongings,n/d ɛ kʰ ɾ ɛ t,n/d ɛ kʰ ɾ ɛ t,,,,182,,,
canelakraho-806_belongings-1,,canelakraho,806_belongings,t ɛ ʔ kʰ ɾ ɛ j,t ɛ ʔ kʰ ɾ ɛ j,,,,182,,,
parkateje-806_belongings-1,,parkateje,806_belongings,k ɔ̤ kʰ ɾ i s,k ɔ̤ kʰ ɾ i s,,,,183,,,
mebengokre-1491_creation-1,,mebengokre,1491_creation,k ɾ i t,k ɾ i t,,,,425,,,
apinaye-1491_creation-1,,apinaye,1491_creation,k ɾ i c,k ɾ i c,,,,425,,,
apinaye-1491_creation-2,,apinaye,1491_creation,k ɾ i t,k ɾ i t,,,,425,,,
kisedje-1491_creation-1,,kisedje,1491_creation,kʰ i t,kʰ i t,,,,425,,,
parkateje-1491_creation-1,,parkateje,1491_creation,k ɾ i t,k ɾ i t,,,,425,,,
canelakraho-1491_creation-1,,canelakraho,1491_creation,kʰ ɾ i t,kʰ ɾ i t,,,,425,,,
apinaye-108_cricket-1,,apinaye,108_cricket,k ɾ i t,k ɾ i t,,,,427,,,
kisedje-108_cricket-1,,kisedje,108_cricket,kʰ i t + s a j n ĵ ɛ,kʰ i t + s a j n ĵ ɛ,,,,428,,,
kisedje-108_cricket-2,,kisedje,108_cricket,kʰ i t + s a j ŋ g j ɛ,kʰ i t + s a j ŋ g j ɛ,,,,428,,,
tapayuna-108_cricket-1,,tapayuna,108_cricket,kʰ ɾ i t + c i,kʰ ɾ i t + c i,,,,428,,,
tapayuna-108_cricket-2,,tapayuna,108_cricket,k i t + c i,k i t + c i,,,,428,,,
tapayuna-108_cricket-3,,tapayuna,108_cricket,kʰ i + t a n ĵ ɛ,kʰ i + t a n ĵ ɛ,,,,428,,,
mebengokre-693_fake-1,,mebengokre,693_fake,k a k ɾ i t,k a k ɾ i t,,,,614,,,
mebengokre-1345_unimportant-1,,mebengokre,1345_unimportant,k a k ɾ i t,k a k ɾ i t,,,,1876,,,
mebengokre-1348_light-2,,mebengokre,1348_light,k a j k ɾ i t,k a j k ɾ i t,,,,993,,,
apinaye-1348_light-1,,apinaye,1348_light,k a c k ɾ i t,k a c k ɾ i t,,,,993,,,
kisedje-1348_light-1,,kisedje,1348_light,k a j kʰ i t,k a j kʰ i t,,,,993,,,
parkateje-1348_light-1,,parkateje,1348_light,k a j k ɾ i t + ɾ ɛ,k a j k ɾ i t + ɾ ɛ,,,,993,,,
canelakraho-1448_beforesunrise-1,,canelakraho,1448_beforesunrise,k a j kʰ ɾ i t,k a j kʰ ɾ i t,,,,173,,,
gaviaopyhcopji-1348_light-1,,gaviaopyhcopji,1348_light,k a j kʰ ɾ ɛ̤ t + ɾ ɛ,k a j kʰ ɾ ɛ̤ t + ɾ ɛ,,,,993,,,
mebengokre-1051_stoned-1,,mebengokre,1051_stoned,k a p ɔ t + k u k ɾ i t,k a p ɔ t + k u k ɾ i t,,,,1694,,,
apinaye-1184_virgin-1,,apinaye,1184_virgin,k u ʔ k ɾ i t,k u ʔ k ɾ i t,,,,1895,,,
canelakraho-774_soundnomissinglimbs-1,,canelakraho,774_soundnomissinglimbs,k u ʔ kʰ ɾ i t,k u ʔ kʰ ɾ i t,,,,1619,,,
gaviaopyhcopji-621_untouched-1,,gaviaopyhcopji,621_untouched,k ɔ̤ ʔ kʰ ɾ ɛ̤ t,k ɔ̤ ʔ kʰ ɾ ɛ̤ t,,,,1881,,,
mebengokre-433_termite-1,,mebengokre,433_termite,k ɾ i ɾ + k ɾ i ɾ,k ɾ i ɾ + k ɾ i ɾ,,,,1767,,,
parkateje-433_termite-1,,parkateje,433_termite,k ɾ i ɾ,k ɾ i ɾ,,,,1767,,,
canelakraho-433_termite-1,,canelakraho,433_termite,kʰ ɾ i ɾ,kʰ ɾ i ɾ,,,,1767,,,
mebengokre-1460_village-1,,mebengokre,1460_village,k ɾ ĩ,k ɾ ĩ,,,,1893,,,
apinaye-1460_village-1,,apinaye,1460_village,k ɾ ĩ,k ɾ ĩ,,,,1893,,,
kisedje-1460_village-1,,kisedje,1460_village,kʰ ɾ ĩ,kʰ ɾ ĩ,,,,1893,,,
kisedje-1460_village-2,,kisedje,1460_village,kʰ ĩ,kʰ ĩ,,,,1893,,,
tapayuna-1460_village-1,,tapayuna,1460_village,kʰ ĩ,kʰ ĩ,,,,1893,,,
parkateje-1460_village-1,,parkateje,1460_village,k ɾ ĩ,k ɾ ĩ,,,,1893,,,
canelakraho-1460_village-1,,canelakraho,1460_village,kʰ ɾ ĩ,kʰ ɾ ĩ,,,,1893,,,
gaviaopyhcopji-1460_village-1,,gaviaopyhcopji,1460_village,kʰ ɾ ɛ̤̃,kʰ ɾ ɛ̤̃,,,,1893,,,
mebengokre-986_besittingplural-1,,mebengokre,986_besittingplural,k ɾ ĩ,k ɾ ĩ,,,,153,,,
apinaye-986_besittingplural-1,,apinaye,986_besittingplural,k ɾ ĩ,k ɾ ĩ,,,,153,,,
kisedje-986_besittingplural-1,,kisedje,986_besittingplural,kʰ ɾ ĩ,kʰ ɾ ĩ,,,,153,,,
tapayuna-986_besittingplural-1,,tapayuna,986_besittingplural,kʰ ɾ ĩ,kʰ ɾ ĩ,,,,153,,,
parkateje-986_besittingplural-1,,parkateje,986_besittingplural,k ɾ ĩ,k ɾ ĩ,,,,153,,,
canelakraho-986_besittingplural-1,,canelakraho,986_besittingplural,kʰ ɾ ĩ,kʰ ɾ ĩ,,,,153,,,
gaviaopyhcopji-986_besittingplural-1,,gaviaopyhcopji,986_besittingplural,kʰ ɾ ɛ̤̃,kʰ ɾ ɛ̤̃,,,,153,,,
mebengokre-1264_create-1,,mebengokre,1264_create,k ɾ î,k ɾ î,,,,422,,,
mebengokre-1264_create-2,,mebengokre,1264_create,k j ɛ ɾ,k j ɛ ɾ,,,,424,,,
mebengokre-1024_abandon-3,,mebengokre,1024_abandon,k a ŋ a,k a ŋ a,,,,16,,,
apinaye-1024_abandon-2,,apinaye,1024_abandon,k a ŋ/g a,k a ŋ/g a,,,,16,,,
kisedje-1024_abandon-1,,kisedje,1024_abandon,k a ŋ/g a,k a ŋ/g a,,,,16,,,
tapayuna-844_lazy-1,,tapayuna,844_lazy,a ɲ ĩ + k a ŋ/g a,a ɲ ĩ + k a ŋ/g a,,,,971,,,
parkateje-1024_abandon-2,,parkateje,1024_abandon,k a k a,k a k a,,,,16,,,
canelakraho-1024_abandon-2,,canelakraho,1024_abandon,k a k a,k a k a,,,,16,,,
gaviaopyhcopji-1024_abandon-1,,gaviaopyhcopji,1024_abandon,k aː k aː,k aː k aː,,,,16,,,
mebengokre-562_tire-1,,mebengokre,562_tire,k a ŋ a,k a ŋ a,,,,1816,,,
apinaye-562_tire-1,,apinaye,562_tire,k a ŋ/g a,k a ŋ/g a,,,,1816,,,
kisedje-562_tire-1,,kisedje,562_tire,k a ŋ/g a,k a ŋ/g a,,,,1816,,,
parkateje-562_tire-1,,parkateje,562_tire,k a k a,k a k a,,,,1816,,,
canelakraho-562_tire-1,,canelakraho,562_tire,k a k a,k a k a,,,,1816,,,
gaviaopyhcopji-562_tire-1,,gaviaopyhcopji,562_tire,k aː k aː,k aː k aː,,,,1816,,,
mebengokre-874_menshouse-1,,mebengokre,874_menshouse,ŋ ə,ŋ ə,,,,1092,,,
apinaye-874_menshouse-1,,apinaye,874_menshouse,ŋ/g ə,ŋ/g ə,,,,1091,,,
kisedje-874_menshouse-1,,kisedje,874_menshouse,ŋ/g ə,ŋ/g ə,,,,1091,,,
tapayuna-874_menshouse-1,,tapayuna,874_menshouse,ŋ/g ə,ŋ/g ə,,,,1091,,,
parkateje-874_menshouse-1,,parkateje,874_menshouse,k ə,k ə,,,,1091,,,
canelakraho-874_menshouse-1,,canelakraho,874_menshouse,k ə,k ə,,,,1091,,,
gaviaopyhcopji-874_menshouse-1,,gaviaopyhcopji,874_menshouse,k əː,k əː,,,,1091,,,
mebengokre-610_sedgeseedrazorgrass-1,,mebengokre,610_sedgeseedrazorgrass,a ŋ ə,a ŋ ə,,,,1490,,,
apinaye-610_sedgeseedrazorgrass-1,,apinaye,610_sedgeseedrazorgrass,a ŋ/g ə,a ŋ/g ə,,,,1490,,,
parkateje-610_sedgeseedrazorgrass-1,,parkateje,610_sedgeseedrazorgrass,a k ə + h ɨ,a k ə + h ɨ,,,,1490,,,
canelakraho-1031_lamp-1,,canelakraho,1031_lamp,a k ə + ɾ ɛ,a k ə + ɾ ɛ,,,,965,,,
gaviaopyhcopji-610_sedgeseedrazorgrass-1,,gaviaopyhcopji,610_sedgeseedrazorgrass,aː k əː + ɾ ɛ,aː k əː + ɾ ɛ,,,,1490,,,
mebengokre-1518_scorch-1,,mebengokre,1518_scorch,k u ŋ ə,k u ŋ ə,,,,1471,,,
mebengokre-1518_scorch-2,,mebengokre,1518_scorch,k u ŋ ə ɾ,k u ŋ ə ɾ,,,,1471,,,
apinaye-1518_scorch-1,,apinaye,1518_scorch,k u ŋ/g ə,k u ŋ/g ə,,,,1471,,,
parkateje-1412_trackback-1,,parkateje,1412_trackback,k u k ə,k u k ə,,,,1842,,,
parkateje-1518_scorch-1,,parkateje,1518_scorch,k u k ə ɾ,k u k ə ɾ,,,,1471,,,
canelakraho-1518_scorch-1,,canelakraho,1518_scorch,k u k ə k,k u k ə k,,,,1471,,,
gaviaopyhcopji-1518_scorch-1,,gaviaopyhcopji,1518_scorch,k ɔ̤ k əː kʰ ə k,k ɔ̤ k əː kʰ ə k,,,,1471,,,
mebengokre-983_tatairabee-1,,mebengokre,983_tatairabee,k a j ŋ/g ə ɾ,k a j ŋ/g ə ɾ,,,,1757,,,
apinaye-983_tatairabee-1,,apinaye,983_tatairabee,k a ŋ/g ə ɾ,k a ŋ/g ə ɾ,,,,1757,,,
kisedje-983_tatairabee-1,,kisedje,983_tatairabee,k a j ŋ/g ə ɾ + c i,k a j ŋ/g ə ɾ + c i,,,,1757,,,
kisedje-983_tatairabee-2,,kisedje,983_tatairabee,k a ŋ/g ə ɾ,k a ŋ/g ə ɾ,,,,1757,,,
parkateje-983_tatairabee-1,,parkateje,983_tatairabee,k a k ə ɾ,k a k ə ɾ,,,,1757,,,
canelakraho-983_tatairabee-1,,canelakraho,983_tatairabee,k a k ə ɾ ə,k a k ə ɾ ə,,,,1757,,,
gaviaopyhcopji-983_tatairabee-1,,gaviaopyhcopji,983_tatairabee,k a k ə ɾ,k a k ə ɾ,,,,1757,,,
mebengokre-942_punch-2,,mebengokre,942_punch,ŋ ə̃,ŋ ə̃,,,,1356,,,
mebengokre-942_punch-3,,mebengokre,942_punch,ŋ ə̃ ɲ,ŋ ə̃ ɲ,,,,1356,,,
apinaye-942_punch-2,,apinaye,942_punch,ŋ ə̃,ŋ ə̃,,,,1356,,,
apinaye-942_punch-3,,apinaye,942_punch,ŋ ə̃ ɲ,ŋ ə̃ ɲ,,,,1356,,,
parkateje-942_punch-2,,parkateje,942_punch,h ə̃,h ə̃,,,,1356,,,
parkateje-942_punch-3,,parkateje,942_punch,h ə̃ n,h ə̃ n,,,,1356,,,
canelakraho-942_punch-2,,canelakraho,942_punch,ŋ ə̃,ŋ ə̃,,,,1356,,,
canelakraho-942_punch-3,,canelakraho,942_punch,ŋ ə̃ n,ŋ ə̃ n,,,,1356,,,
gaviaopyhcopji-942_punch-1,,gaviaopyhcopji,942_punch,ŋ ə̃,ŋ ə̃,,,,1356,,,
gaviaopyhcopji-942_punch-2,,gaviaopyhcopji,942_punch,ŋ ə̃ n,ŋ ə̃ n,,,,1356,,,
mebengokre-1036_thresh-1,,mebengokre,1036_thresh,ŋ ə̃,ŋ ə̃,,,,1790,,,
mebengokre-1036_thresh-2,,mebengokre,1036_thresh,ŋ ə̃ ɲ,ŋ ə̃ ɲ,,,,1790,,,
apinaye-1036_thresh-1,,apinaye,1036_thresh,ŋ ə̃,ŋ ə̃,,,,1790,,,
apinaye-1036_thresh-2,,apinaye,1036_thresh,ŋ ə̃ ɲ,ŋ ə̃ ɲ,,,,1790,,,
parkateje-1036_thresh-1,,parkateje,1036_thresh,h ə̃,h ə̃,,,,1790,,,
parkateje-1036_thresh-2,,parkateje,1036_thresh,h ə̃ n,h ə̃ n,,,,1790,,,
canelakraho-1036_thresh-1,,canelakraho,1036_thresh,ŋ ə̃,ŋ ə̃,,,,1790,,,
canelakraho-1036_thresh-2,,canelakraho,1036_thresh,ŋ ə̃ n,ŋ ə̃ n,,,,1790,,,
gaviaopyhcopji-1036_thresh-1,,gaviaopyhcopji,1036_thresh,ŋ ə̃,ŋ ə̃,,,,1790,,,
gaviaopyhcopji-1036_thresh-2,,gaviaopyhcopji,1036_thresh,ŋ ə̃ n,ŋ ə̃ n,,,,1790,,,
mebengokre-406_snake-1,,mebengokre,406_snake,k a ŋ ə̃,k a ŋ ə̃,,,,1597,,,
apinaye-406_snake-1,,apinaye,406_snake,k a ŋ ə̃,k a ŋ ə̃,,,,1597,,,
kisedje-406_snake-1,,kisedje,406_snake,k a ŋ ə̃,k a ŋ ə̃,,,,1597,,,
tapayuna-406_snake-1,,tapayuna,406_snake,k a ŋ ə̃,k a ŋ ə̃,,,,1597,,,
parkateje-406_snake-1,,parkateje,406_snake,k a h ə̃,k a h ə̃,,,,1597,,,
canelakraho-406_snake-1,,canelakraho,406_snake,k a ŋ ə̃,k a ŋ ə̃,,,,1597,,,
gaviaopyhcopji-406_snake-1,,gaviaopyhcopji,406_snake,k a ŋ/g ə̃,k a ŋ/g ə̃,,,,1597,,,
mebengokre-720_clay-1,,mebengokre,720_clay,ŋ ɨ,ŋ ɨ,,,,354,,,
apinaye-720_clay-1,,apinaye,720_clay,ŋ/g ŷ,ŋ/g ŷ,,,,352,,,
tapayuna-720_clay-1,,tapayuna,720_clay,ŋ/g ŷ,ŋ/g ŷ,,,,352,,,
parkateje-720_clay-1,,parkateje,720_clay,k û,k û,,,,352,,,
parkateje-720_clay-2,,parkateje,720_clay,k ɔ w,k ɔ w,,,,352,,,
canelakraho-720_clay-1,,canelakraho,720_clay,k û,k û,,,,352,,,
gaviaopyhcopji-720_clay-1,,gaviaopyhcopji,720_clay,k ɔ̤ w,k ɔ̤ w,,,,352,,,
mebengokre-296_mud-1,,mebengokre,296_mud,ŋ ɨ,ŋ ɨ,,,,1141,,,
apinaye-296_mud-1,,apinaye,296_mud,ŋ/g ŷ,ŋ/g ŷ,,,,1139,,,
tapayuna-296_mud-1,,tapayuna,296_mud,ŋ/g ŷ,ŋ/g ŷ,,,,1139,,,
parkateje-296_mud-1,,parkateje,296_mud,k û,k û,,,,1139,,,
parkateje-296_mud-2,,parkateje,296_mud,k ɔ w,k ɔ w,,,,1139,,,
canelakraho-296_mud-1,,canelakraho,296_mud,k û,k û,,,,1139,,,
gaviaopyhcopji-296_mud-1,,gaviaopyhcopji,296_mud,k ɔ̤ w,k ɔ̤ w,,,,1139,,,
mebengokre-482_wet-1,,mebengokre,482_wet,ŋ ɔ,ŋ ɔ,,,,1943,,,
apinaye-482_wet-1,,apinaye,482_wet,ŋ/g ɔ,ŋ/g ɔ,,,,1943,,,
kisedje-482_wet-1,,kisedje,482_wet,ŋ/g ɔ,ŋ/g ɔ,,,,1943,,,
tapayuna-482_wet-1,,tapayuna,482_wet,ŋ/g ɔ,ŋ/g ɔ,,,,1943,,,
parkateje-482_wet-1,,parkateje,482_wet,k ɔ,k ɔ,,,,1943,,,
canelakraho-482_wet-1,,canelakraho,482_wet,k ɔ,k ɔ,,,,1943,,,
gaviaopyhcopji-482_wet-1,,gaviaopyhcopji,482_wet,k ɔː,k ɔː,,,,1943,,,
mebengokre-1328_press-1,,mebengokre,1328_press,k a ŋ õ,k a ŋ õ,,,,1343,,,
mebengokre-1328_press-2,,mebengokre,1328_press,k a ŋ õ ɲ,k a ŋ õ ɲ,,,,1343,,,
apinaye-1328_press-1,,apinaye,1328_press,k a ŋ õ,k a ŋ õ,,,,1343,,,
apinaye-1328_press-2,,apinaye,1328_press,k a ŋ õ ɲ,k a ŋ õ ɲ,,,,1343,,,
parkateje-851_complain-1,,parkateje,851_complain,k a h õ,k a h õ,,,,395,,,
parkateje-1328_press-1,,parkateje,1328_press,k a h õ n,k a h õ n,,,,1343,,,
canelakraho-1328_press-1,,canelakraho,1328_press,k a ŋ õ,k a ŋ õ,,,,1343,,,
canelakraho-1328_press-2,,canelakraho,1328_press,k a ŋ õ n,k a ŋ õ n,,,,1343,,,
gaviaopyhcopji-1328_press-1,,gaviaopyhcopji,1328_press,k a ŋ õː,k a ŋ õː,,,,1343,,,
gaviaopyhcopji-1328_press-2,,gaviaopyhcopji,1328_press,k a ŋ õ n,k a ŋ õ n,,,,1343,,,
mebengokre-764_scrub-3,,mebengokre,764_scrub,k a ŋ õ,k a ŋ õ,,,,1483,,,
mebengokre-764_scrub-4,,mebengokre,764_scrub,k a ŋ õ ɲ,k a ŋ õ ɲ,,,,1483,,,
apinaye-764_scrub-3,,apinaye,764_scrub,k a ŋ õ,k a ŋ õ,,,,1483,,,
apinaye-764_scrub-4,,apinaye,764_scrub,k a ŋ õ ɲ,k a ŋ õ ɲ,,,,1483,,,
parkateje-764_scrub-3,,parkateje,764_scrub,k a h õ n,k a h õ n,,,,1483,,,
canelakraho-764_scrub-3,,canelakraho,764_scrub,k a ŋ õ,k a ŋ õ,,,,1483,,,
canelakraho-764_scrub-4,,canelakraho,764_scrub,k a ŋ õ n,k a ŋ õ n,,,,1483,,,
gaviaopyhcopji-764_scrub-3,,gaviaopyhcopji,764_scrub,k a ŋ õː,k a ŋ õː,,,,1483,,,
gaviaopyhcopji-764_scrub-4,,gaviaopyhcopji,764_scrub,k a ŋ õ n,k a ŋ õ n,,,,1483,,,
mebengokre-44_beetle-1,,mebengokre,44_beetle,k u ŋ õ n,k u ŋ õ n,,,,170,,,
apinaye-44_beetle-1,,apinaye,44_beetle,k u ŋ õ ɲ + ɾ ɛ,k u ŋ õ ɲ + ɾ ɛ,,,,170,,,
kisedje-44_beetle-1,,kisedje,44_beetle,k u ŋ õ n,k u ŋ õ n,,,,170,,,
tapayuna-44_beetle-1,,tapayuna,44_beetle,kʰ u ŋ õ t,kʰ u ŋ õ t,,,,170,,,
gaviaopyhcopji-44_beetle-1,,gaviaopyhcopji,44_beetle,k ɔ̤ ŋ õ n + t ɛ,k ɔ̤ ŋ õ n + t ɛ,,,,170,,,
mebengokre-993_lice-1,,mebengokre,993_lice,ŋ ɔ + ɾ ɛ,ŋ ɔ + ɾ ɛ,,,,987,,,
apinaye-993_lice-1,,apinaye,993_lice,ŋ/g ɔ,ŋ/g ɔ,,,,986,,,
tapayuna-993_lice-1,,tapayuna,993_lice,ŋ/g ɔ,ŋ/g ɔ,,,,986,,,
parkateje-993_lice-1,,parkateje,993_lice,k ɔ,k ɔ,,,,986,,,
canelakraho-993_lice-1,,canelakraho,993_lice,k ɔ,k ɔ,,,,986,,,
gaviaopyhcopji-993_lice-1,,gaviaopyhcopji,993_lice,k uː,k uː,,,,986,,,
apinaye-82_caterpillar-1,,apinaye,82_caterpillar,a m ŋ/g ɔ,a m ŋ/g ɔ,,,,309,,,
kisedje-82_caterpillar-1,,kisedje,82_caterpillar,a m k ɔ,a m k ɔ,,,,309,,,
parkateje-82_caterpillar-1,,parkateje,82_caterpillar,a m k ɔ + ɾ ɛ,a m k ɔ + ɾ ɛ,,,,309,,,
parkateje-82_caterpillar-2,,parkateje,82_caterpillar,a m k ɔ + t i,a m k ɔ + t i,,,,309,,,
canelakraho-82_caterpillar-1,,canelakraho,82_caterpillar,a m k ɔ,a m k ɔ,,,,309,,,
gaviaopyhcopji-82_caterpillar-1,,gaviaopyhcopji,82_caterpillar,a m k uː,a m k uː,,,,309,,,
